Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
138.1,33,14,326.6,33998,8130,22.9,0,38.4,38.1,39,2.78,56.3,21.2,38.1,0.7,32.8,14.5,48.4,9.7,45.9,47.3,91.6596,0.097,0.1697,4.3399,7.3406
110.7,22,7,389.1,32570,5562,40.5,0,35.5,38.6,30.1,3.78,30.9,17.3,31.6,5.7,39.1,7.8,32.7,27,44.7,52.9,84.0389,5.2603,0.3783,5.8548,10.3111
163.5,178,78,396.2,45283,29979,15.6,0,47.3,45.3,48.8,2.41,56.3,20,45,2.6,37.5,12.7,46.3,11.7,53.6,43.9,94.8964,0.9598,0.6884,1.5258,8.0052
163.7,2459,909,439.2,54872,682545,15.9,881.9931287,34.1,33.8,34.3,2.3,39.2,15.2,22.4,18.5,17.7,27.3,66.3,6.3,62.1,31.1,76.0808,9.7064,3.5557,5.9767,5.5432
122.2,7,4,234,44235,1978,15.4,0,39.9,37.6,48.6,2.64,52.7,12.3,14,33.3,37.8,16.9,54.2,4.6,59.9,44.8,96.1869,0,0,0.1074,2.1053
128.4,984,259,424,107250,322387,3.7,843.706477,37.6,36.9,38.2,2.76,65.6,14.9,28.8,12.7,12.9,37.8,70.3,4.1,88.9,13.8,90.5126,1.0802,4.0626,1.1255,4.9648
80.8,138,26,347.1,76661,53605,7.8,93.27488107,35.6,35.4,35.7,2.94,51.4,20.6,32.4,13.6,17.9,34.8,76.5,4.4,72.2,15.7,88.5499,0.66,1.048,7.4711,4.8605
148.3,102,32,410.8,83603,24735,5.9,0,45.1,45.1,45.2,2.82,62.6,18.2,32.9,11,27,22,64.7,6.7,77.9,22.9,95.2756,0.5282,0.8384,0.3018,3.3114
148.5,2600,825,451,59286,674471,12.2,173.4692819,33.6,32.2,35.4,2.6,53.8,11.5,29.8,7.8,21,21.9,57.3,8.4,72,29.1,80.2506,6.0392,2.7385,4.5304,6.1871
166.2,288,110,454.3,41385,46692,19.1,0,43.5,40.5,49,2.21,49.8,33,38.5,1.5,39.2,9.4,35.1,9.2,58.5,47.6,87.9916,5.2362,0.6858,2.0936,5.4172
126.4,183,58,379.6,62529,58095,10.2,51.6395559,35.9,35.8,36.1,2.72,57.8,29.1,33.1,8.1,26.1,19.6,66.5,6.9,58.2,23.3,88.0931,0.8725,0.7376,7.0993,4.5022
129.8,22,7,400.2,64752,5828,7.9,0,44.7,44.6,44.8,2.14,54.5,23.8,24.3,13.9,24.4,20.1,68,4.9,73,22.6,92.1499,0.5174,0.1427,2.926,3.7873
123.2,47,16,310.5,59379,14615,10.4,0,42.5,42.4,42.6,2.69,54.6,25.9,38.6,17.7,25.5,26.9,68.9,5.7,64.1,23.6,91.7216,1.4086,1.8944,3.2406,1.3099
102.6,40,12,283.5,48940,16067,14.9,248.9574905,34.3,34.1,34.8,2.34,43,10.2,20.2,13.1,17,40.4,,7.8,69.1,22.2,95.6616,0.7156,0.6262,0.4217,6.4557
151.5,52,21,454.7,32750,6492,22,0,53.5,52.4,54.9,2.08,48.1,23.5,34,0,27,14.9,39.9,15,54.3,49,86.2504,0.6767,0.1846,3.6143,3.9117
141.7,2635,846,436.7,70687,565524,8.3,282.923448,40.4,39,41.9,2.44,52.4,15.5,28.5,12.1,21.3,26.4,65.5,5.9,77.1,24.2,90.8179,1.089,2.5767,1.771,4.4657
161,40,17,389.8,46394,7758,14.9,128.8992008,38.9,38,41.9,2.35,54.8,25.2,33,6.1,38.5,9.5,54.3,5.9,59.3,35.4,92.1554,4.1855,0.3133,2.1303,13.2333
152.5,23,8,357.5,46765,7485,16,0,39,38.9,39,2.38,52.5,17.5,29.3,8.6,35.5,20,69.7,5.7,59.7,28.2,87.0687,0.0679,0.652,9.7664,4.0603
129.3,233,69,415.5,60658,54688,10.7,749.7074312,38.8,37.6,40,2.38,51,9.2,23.4,10.1,19.4,27.3,63.7,5.2,70.6,25,88.5751,0.3798,0.7164,2.373,5.2226
162.2,80,35,372,39625,14058,17.4,0,45,42.2,48,2.36,52.2,12.6,31.2,0.2,28.3,10.5,49.3,9.2,56.6,43,82.6726,1.8341,0.6826,8.2535,3.897
150.7,105,42,400.5,45439,22036,17.7,0,37.6,36.1,41.6,2.61,46.5,11.2,33.1,2.9,31.3,9.8,57,9,59,37,91.3353,1.4456,2.1297,0.9577,2.7138
153.9,724,281,414.8,50106,148513,15.4,188.5356837,38.4,36.8,40.1,2.43,51.7,16.5,27.9,3.4,29.1,17.7,57.8,8.7,63.2,36.5,92.798,0.7468,0.6101,2.0902,7.2652
164.1,55,21,403.9,56193,12937,11.2,0,37.1,35.9,38.1,2.6,53.1,21.5,52.9,1.7,40.3,11.1,62.9,5.9,64.1,31,93.0624,0.4879,0.8539,1.6772,6.8316
147.9,148,54,435.9,44163,26168,16.3,0,43.4,42.3,45,2.44,52.4,36,32.4,2.6,29,15.4,54.2,9.5,49.9,40.9,83.0195,0.3696,0.249,1.5331,4.0201
151.4,208,87,382.1,46336,40946,15.5,73.26723001,44.2,42.4,45.5,2.4,58.6,29,40.7,2.7,31.6,15.3,51.6,10.2,54.1,42.8,92.5812,0.6468,0.4386,3.1925,3.819
162,126,53,408,47631,28360,13.4,0,36.4,35.6,37.3,2.67,54.7,27,41.8,2.7,32.1,8.9,61.7,6.2,62.9,36.6,89.9891,2.6094,0.4126,3.23,5.3408
150.9,100,41,400,33043,18343,26,0,39.7,39.2,40.4,2.42,50.6,20.3,28.2,6.1,28.9,10.7,49.7,10.7,46.5,50.6,90.6526,0.3338,0.9423,3.5537,4.3467
106.1,20,7,307.1,57242,4691,9.6,0,52.9,51.2,53.5,2.31,61,17.3,37.6,2.4,19.4,30.8,56.4,6.7,69.8,35,97.7293,0,0.8297,0,2.293
137.9,74,23,402.1,58487,16510,9.4,0,49.4,49.7,49,2.2,59.2,16.9,41.4,13,25.5,20.4,63.8,5.6,71.8,28.1,95.8861,0,0.9636,0.1482,4.0682
136,26,10,414.3,47006,4349,11.5,0,43.7,38.8,45.2,2.52,61.4,22.7,37.8,3.1,29.1,14.8,57.8,5.3,64.4,38,95.0812,0.1601,0.8236,0.6863,10.8725
59.7,64,12,318.5,73274,17787,7,0,43.4,43.7,43.4,2.28,38,24.1,20,15.3,11.5,42.2,69,7.7,75.1,19.1,94.4432,1.527,1.4409,1.1366,5.1707
202.4,58,29,405.4,39184,11954,20.9,0,37.6,35.8,39.2,2.44,54.6,15.6,13.1,5.9,27.8,9.6,58.6,9.7,57.1,38.6,95.1778,0.662,0.4414,1.5366,6.0361
160,832,322,436,41382,163591,19,434.0092059,38.8,37.6,40.4,2.49,46.7,20.1,29.2,6.6,29,13.7,51.1,10.8,58.4,45.5,78.7623,2.2387,0.764,10.9987,5.4668
150.7,29,11,407.4,63184,6571,10.9,0,36.4,35.9,37.1,2.48,58.5,15.8,28.9,6.7,33.7,14.3,65.4,4.2,72.3,26,94.1746,0.4619,0,0.4917,10.6529
136.5,59,21,379.5,40593,11543,18.3,0,40.9,40.1,41.8,2.49,55.5,26.1,32.8,2.7,29.5,14,54.9,8.1,53.9,41.2,84.453,0.8089,0.3746,10.6854,4.9412
125.2,81,23,373.1,66846,24130,8.4,0,40.1,39.8,40.5,2.46,51.2,10.7,30.3,10.3,20.5,34.2,,4,77.4,19.1,94.8911,0.4194,1.0379,1.9232,4.1169
145.4,24,10,337.1,31227,6251,29.9,0,46.1,45.5,46.9,2.39,52.1,35.2,28.6,6.8,24.7,17.9,49.4,9.7,33.3,46.1,87.6563,0.3687,1.1222,6.5887,7.0374
97.9,22,5,358.5,59603,7879,9.9,0,40.7,40.5,41,2.31,45.7,7.8,25.2,30.4,18,39.7,70.6,5.8,73.4,21.7,95.9093,0.2345,1.3418,0.6774,4.1353
133.8,15,6,364,44562,2399,13.9,0,49.8,49.4,49.9,2.44,50.9,27.1,25.4,1.7,35.1,14.7,52.8,6.4,60.2,45.7,91.7125,1.2262,1.2262,1.6913,5.9259
87.6,66,15,259,68352,30257,9.7,0,37.1,36.5,38.5,2.82,49,12.8,28.5,22.8,17.2,32.3,74.3,4.7,68.3,16.5,89.6752,1.1541,0.933,5.9468,6.9664
145,123,38,429.1,62380,23385,9.5,0,49.4,49.4,49.3,2.42,60.1,17,48.1,1.9,24.8,18.6,58.7,8.2,67.2,34.4,94.2802,1.0754,1.0368,1.1825,2.0193
118.4,26,9,381.7,45784,4864,11.4,0,44.4,41.8,45.6,2.3,60.9,22.7,41.4,2.6,35.1,12.6,56.2,5.1,67.2,37,96.0375,0.5839,0.4588,1.147,6.1555
150.7,883,329,389.5,61501,285174,10.5,171.8249209,406.8,33.3,34.4,2.8,55,14.4,30.9,6.1,27,17.8,63.1,6.6,69.9,27.3,87.2053,1.0699,1.3471,6.6751,6.8098
184.3,54,24,427.2,46838,10146,14,0,36,36.5,35.9,2.6,55.2,20.8,29.1,4.4,31.7,14.7,62.7,2.5,61.6,35.9,94.1483,1.1978,0.108,2.4055,4.7376
142,5047,1524,489,85336,948053,9,146.6162757,39.7,38.1,41.1,2.76,50.8,14.8,27.7,17.4,22.6,25.7,62.4,9,71.9,27.3,73.9159,11.2431,5.0424,6.9466,4.6467
157.5,5129,1741,486.8,65809,895841,12.2,222.1376338,40.1,38.2,41.7,2.51,46.8,14,26.6,14.2,27.1,20.5,60.7,9.3,71.3,33.4,72.6318,13.398,4.7911,5.7021,5.2485
151.2,1190,389,480.9,73413,183603,7.7,92.59107967,46,44.8,47.1,2.46,53.8,11.7,33.4,13.7,29.3,19.5,63.8,7.1,75.8,30.7,93.5138,1.5174,1.8089,1.2818,3.8123
154.9,1021,339,488.8,76365,164063,7.9,115.8091709,44.2,43.1,45.5,2.4,52.2,9.2,31,11.7,26.8,22.2,64.2,6,80.1,27.2,88.988,5.0755,2.7597,0.9312,4.0412
169,5021,1788,500.1,60387,859470,13,250.1541648,39.8,38.1,41.1,2.56,44.7,12.6,29.9,13.5,30.2,18.4,59.9,9.5,69.1,34.3,75.0124,12.8411,3.8954,5.5546,4.2408
162.6,1573,534,490.4,65813,271863,11.1,367.8323273,40.7,38.7,42.5,2.45,48.7,8.7,37.2,10.8,31.2,17.7,59.5,8.3,74.1,33.7,81.4686,5.6171,4.1576,3.1861,4.5784
152.3,754,239,471.5,78653,151420,7.5,6.604147405,38.1,36.5,39.6,2.49,46.8,5.1,21.1,8.3,27.4,21.4,63.1,6.8,81.8,24.6,89.1627,3.1274,3.9362,1.3689,2.5559
172.2,569,229,431.4,57547,116573,10.3,0,40.4,39.2,41.6,2.53,46.9,9.1,29,7.3,34.3,13.9,61.5,9.3,68.9,36.2,90.309,2.2304,1.2301,2.4142,3.9363
190.7,940,347,527.2,54271,173533,14.1,11.52518541,37,35.1,38.4,2.71,48.8,15.5,25.9,7.6,33.5,14.1,56.5,8.4,69.2,38.7,67.2088,24.312,2.0913,1.492,6.0688
177.2,2780,1022,485.9,64632,556779,12.3,474.1558141,37.5,36.1,38.8,2.63,45.2,14,31,12.4,28.6,20.6,60.8,7.4,73.4,30.5,65.4694,24.201,5.0442,2.5478,4.7249
168.7,1447,525,493.3,53316,215622,13.9,519.4275167,47,45.4,48.3,2.52,51.1,17.8,38.7,6.5,35.3,13.5,52.9,8,64.7,45.4,81.4512,12.6632,1.1447,2.1524,5.2568
182.4,1031,426,447.8,44325,259964,21.6,115.4005939,30.8,29.9,31.8,2.46,37.7,5.5,13.7,14.7,21.5,21.5,54.6,7.9,71.3,25.2,69.866,19.8963,5.6566,0.9468,3.2049
206.1,131,56,475.3,47121,27420,19.6,0,36.6,35.5,38,3,47.9,17.9,51.7,7.6,43.8,7.5,48.2,8.9,64.3,32.6,83.4678,14.5126,0.597,0.8144,5.9154
191.5,1003,395,501.1,44800,181635,15.6,16.51664052,39.8,38.3,41,2.54,49,19.6,32.1,6.8,30.6,14.4,55.1,8.6,60.6,36.3,82.0687,10.7674,2.0336,0.6165,5.7293
209.9,147,72,434.4,39980,26928,22.6,0,39.6,36.8,44.9,2.72,39.5,27.5,32.8,6.3,37,7.8,41,12.4,57.4,38.7,77.5925,20.0455,0.4041,0.1396,2.4671
181.2,3721,1571,464.8,47973,568088,14.5,51.04842912,46.6,45.1,47.9,2.46,48.6,15.3,29.9,7.9,28.8,16.9,49.6,10.9,64.2,38.1,83.0508,10.2809,2.3078,1.2377,4.9679
157.6,8954,3397,438.3,51485,1896425,14.5,216.723572,40,38.6,41.1,2.73,43.1,17.1,29.4,8.7,27.6,19.8,59.8,10,58.4,29.4,62.6175,27.8375,3.499,2.9858,4.6638
174.7,68,32,381.9,35256,14462,22.3,0,40.5,39.7,42.3,2.64,44.6,16.9,45.8,0.8,37.5,8.2,40.1,10,49,43.5,81.2521,13.4314,0.6432,1.1085,4.5
149.8,1366,561,412.7,43242,173115,11.9,17.32952084,57.3,56.2,58,2.26,55.8,23.5,37.8,4.7,34.9,13.1,38.8,10.8,61.1,51,90.499,5.6061,1.2824,0.573,4.9549
184.3,1269,557,452.5,36383,141058,20.1,42.53569454,55.4,54.4,56.1,2.25,54.6,24.1,42.3,3.2,38.2,11.1,35.8,13.1,57.6,54.3,93.2913,2.9924,1.5939,0.28,3.9231
182.6,935,357,471.3,58539,203967,10.9,88.24956978,39,37.6,40,2.84,53.4,16,35.4,5,30.7,16.7,55.7,10.7,70.1,29.7,82.0086,9.7636,3.1664,1.0693,3.9208
123.2,1869,756,346.3,58403,357305,14.3,50.37712878,48.5,46.7,50.2,2.59,54.4,19.2,38.9,5.7,26.7,19.8,,7.8,58.6,40.8,87.8006,6.8301,1.2489,2.6286,5.1639
203.3,376,170,453.7,38484,68348,21.7,73.15503014,40.4,38.2,42.8,2.66,45,24.3,42.9,1.5,36.1,9,46.1,14.8,53.8,43.2,77.2011,17.9232,0.8008,0.9557,4.9053
160.4,176,73,392.9,36945,35458,29.7,0,40.1,38.4,41.8,2.78,44.2,40.4,37.9,1.6,40.9,6.8,43.2,9.4,39.1,47.9,82.0808,13.2277,0.3032,2.8835,8.085
195.9,103,48,436.6,32121,16203,27.1,0,46.9,44.3,49.5,2.41,45.8,39.8,33.7,3.4,41,6.1,36.6,7.2,43.8,50.4,88.1052,8.8,0.7458,0.1181,5.8288
189.2,4383,1638,504.4,46013,913010,18.2,359.2512678,36,34.6,37.6,2.58,43.2,17.1,32.4,8.9,28.6,18.7,57.9,10,63.5,32,61.4767,29.3972,4.3563,1.1355,5.0941
186.7,1537,662,444.2,46139,311003,15.3,234.7244239,37.2,34.9,39.6,2.53,41.3,12.9,30.9,6.7,28.9,16.4,52.4,9.4,65.5,35,68.9616,21.604,2.8936,1.201,4.3872
174.6,698,300,444.8,51556,105392,11.6,0,49.6,48.1,50.5,0.0271,54.2,21.4,38.6,2.9,34.7,15.1,43.7,9.3,61.9,42.2,81.4125,11.2122,2.3665,2.7792,4.0636
216.2,66,34,412,36788,11761,25.3,0,42.1,39.1,48.7,2.24,49.8,37.6,20.3,1.4,35.4,10.1,43.9,9.4,52.8,43.3,81.9917,14.5511,0.7568,0.4558,4.9342
184.7,224,101,403.4,35849,46036,25.6,0,40.2,38.8,41.2,2.53,39.6,24.7,34.3,3.7,34.6,10.4,45.1,11.2,53.7,40.5,40.5738,54.7928,0.4804,2.5719,4.1814
209.2,85,48,383.8,40788,17199,19.8,0,42,36.5,45.8,2.54,47.3,39.5,34.9,2,38.8,7.7,44.8,10.4,50.2,40.2,91.5902,6.1029,0.4767,0.2589,6.2832
135.3,68,28,354.9,38783,13670,21.1,0,45.3,42.5,48,3.04,44.3,38.6,23.6,0.2,44.5,5.8,33.3,12.9,47.1,47.5,79.8749,13.0274,0.4219,1.6727,1.6004
189.1,89,39,434.7,38419,15871,23.1,0,43.3,41.3,46.2,2.52,44.8,29.4,34.7,3.7,34.7,11.5,41,10.2,58.7,37.2,77.9474,17.9728,1.6725,0.4118,4.8874
188.4,56,32,336.8,31734,14295,31.7,0,40.5,36.1,45.6,2.35,39.3,36.9,44.4,0,37.4,7.2,33.1,15.8,49.7,47.8,60.7225,34.0952,0.3473,2.1813,7.1492
161.9,119,47,422.3,35371,27502,29.9,0,34.8,33.2,36.4,3.33,43.9,34.8,45.9,0.9,41.1,7.4,45.3,11,36.5,48.7,82.5506,7.9656,0.182,7.2594,6.773
163.7,138,60,370.1,38494,39119,25.3,0,33.8,32.3,34.8,3.18,45.5,30.6,29.9,1.2,32.2,6.3,51.2,11.9,38,37.4,73.7872,12.0011,0.9801,9.1625,7.0983
178.1,1300,567,447.5,40094,178439,15.3,16.81246813,48.7,46.9,50,2.45,52.4,14.5,40.5,4.5,37.5,10.6,40.1,13.7,55.7,47.9,89.9422,5.3802,1.088,1.2105,5.3817
161.6,769,335,413.7,35787,99491,19.5,0,52.1,50.2,54,2.39,54,33,34,1.4,36.3,10.7,37.6,13.3,53.2,54.6,83.0394,9.5598,1.5041,3.766,5.1191
168.9,6000,2154,474.5,50758,1349050,16.8,386.938957,36.6,35.5,37.6,2.64,45.1,16,28.6,9.8,27.3,19.5,58.8,9,61.2,31.1,71.1308,16.635,3.6913,4.9383,4.7526
191.5,67,50,259.6,35651,19324,26.7,0,42.1,40,45.1,2.6,48.4,28,34.5,4.5,36.9,7.3,38.1,15.4,47.8,45,89.0502,6.9875,0.3718,0.6213,5.3924
167.3,1056,472,430.4,47548,147919,14.7,27.04182695,50.7,48.7,52.2,2.44,51.7,22.4,36.2,5.3,30.3,16.4,44.2,12.2,59.5,45.1,86.1738,9.2464,1.192,1.493,5.3961
173.5,74,35,367.9,40205,14081,18,0,45.3,42.6,48.8,2.17,46.3,29.2,24.8,1.8,31.5,11.9,40.9,9.4,64.3,40.6,60.917,36.1741,0,1.6763,5.135
208.1,34,19,380.1,38071,8663,25.6,0,36.4,34.5,40.2,2.81,43,37.1,40.7,2.1,36.7,7.8,37.6,14.6,51.7,36.6,77.3208,18.1343,0.0682,3.0337,7.8457
171.3,2251,879,474.6,46895,325875,13.8,30.68661297,46.4,45.1,47.6,2.57,54.9,21.4,33.3,6.3,33.5,14.3,47.6,9.7,62.7,41.4,83.3559,9.7617,1.7771,2.1799,5.546
142.1,3895,1519,400.1,49147,701982,16,279.2094384,46.9,45.6,48.2,2.59,50.4,20.7,32.7,6,31.6,16.2,47.6,10.1,57.6,41.4,84.5412,8.636,1.594,3.2231,4.7258
155.8,950,369,390.5,45463,286272,23.3,38.42499441,30,29.1,30.7,2.43,37.8,6.7,15.4,12.9,19,25.3,59.7,10.6,74,24.1,62.2263,31.1271,3.2244,0.867,3.7822
232,296,139,496.9,37433,39832,21.2,0,46.6,45.4,48,0.0253,48.5,22,36.1,2.9,40.9,7,44.1,11.1,46.7,47.8,87.3459,9.1484,0.4947,0.3239,6.1015
220.4,32,17,391.5,38473,8331,24.7,0,37.6,36.7,39.4,2.77,41.8,27.1,30.9,5.6,43.5,6.8,39.6,10.2,53.4,35.2,77.9747,16.528,0.8077,2.6884,8.3153
166.9,70,41,293.5,33017,18408,27.7,0,41.5,39.5,44.2,2.52,43.3,33.2,28.6,0.4,39,6.9,40,11.8,51.6,45.2,58.0437,38.71,0.2403,1.0839,11.9105
146.7,2013,823,399.1,51673,363369,14.1,19.26416398,46.7,45.2,48.2,2.52,52,20.2,37.9,6.3,30.7,16.8,49.5,8.6,61.1,39.8,84.6193,9.2814,1.8355,2.5721,4.5745
183.4,2696,1089,490.1,39860,343254,17.8,107.7918975,48.2,46.6,49.6,2.48,49.5,23.4,37.4,4.4,36.6,11.7,41.1,12,54.1,47.9,81.6823,12.9147,1.502,1.2939,5.2226
146.5,1068,446,409.8,55472,156283,12.1,102.3783777,50.7,49,52.4,2.39,51.1,18.6,32.9,8,26.1,19.8,47.3,9.7,64.9,40.6,87.1103,5.5955,1.1142,4.0815,5.3549
168.5,420,181,394.6,57411,77482,14,25.81244676,46.8,46.5,47.1,2.55,45.8,15,32.8,6.6,27.9,19.2,58.5,6,59.2,31.5,89.1003,6.548,1.0132,1.083,4.9665
176.3,466,171,490.1,56728,78444,11.7,12.74794758,44.2,43.3,45.1,2.66,54.5,17.5,40.1,5.3,35.5,15.1,50.9,9.8,66.2,33.7,90.3901,6.4259,0.883,0.4217,6.2795
182.8,879,380,430.2,55952,198664,12.4,5.033624612,36.8,35,38.8,2.5,51.6,13.3,32.7,7.6,26.2,17.8,,6.9,69.8,31.1,79.3328,9.145,2.9323,2.9084,5.7172
203.3,216,101,440.9,37065,39469,25.9,0,39.9,39.2,41.2,2.77,45.8,36.9,35.2,2.4,37,7,42,11.8,43.9,46.5,85.4286,9.0078,0.968,2.7411,4.6915
161.7,4568,1645,440.7,47069,1288126,18.2,271.7125499,34.4,33.4,35.3,2.75,42.8,11.9,25.1,10.6,26.1,20.8,61.6,9.1,60.3,26.9,64.471,20.8093,5.1921,6.2222,4.9077
155.6,1081,413,407.5,42945,323993,19.3,33.9513508,35.7,34.2,37.2,3.23,46.4,19.4,33.1,6.6,34.3,12.7,56.2,9.8,51.9,34,75.6955,11.3208,2.6227,6.5497,5.7187
144.3,8287,3265,422.3,52225,1422789,14.9,151.1116546,44.1,42.3,45.8,2.54,46.9,17.7,28.9,8.8,25.5,21.1,54.3,9.5,60.5,35.5,74.988,17.9724,2.5039,2.1809,5.1344
176.4,3154,1281,470.7,45219,497909,14.7,62.26037288,44.4,43.3,45.5,2.53,51.1,16.3,37,5.4,33.7,14.2,47.8,9.4,61,39.4,88.6778,5.0702,2.3093,1.0845,4.7381
165,5978,2528,430.8,45162,949827,15.2,184.2440781,47.1,45.6,48.5,2.27,44.2,16.2,32.4,8.2,29.5,18.8,,8.4,61.3,37.1,82.6422,10.3205,3.1703,0.9988,4.5077
168.1,3846,1386,490.2,42768,650092,18.1,66.14448417,40.3,39.1,41.6,2.77,48.3,21.9,35.1,4.5,36.2,12.8,49.2,10.6,55.7,40.2,78.7696,15.0775,1.6722,1.8253,5.5015
211.6,505,226,488.3,32054,72023,28.5,97.19117504,44.1,43,45.6,2.57,44.9,22.8,43.8,0.6,38.8,7.7,41.3,12.6,45.1,47.8,77.7608,16.4645,0.6053,2.8654,4.331
149.9,1072,381,441.8,66560,226640,8.2,30.88598659,42.7,41.8,43.8,2.62,55.4,12.7,31.9,9.4,21.2,27.6,56.8,6.7,75.5,27.5,89.3152,5.3997,2.267,0.5088,3.2533
162.4,1630,692,414.6,42722,298563,17.3,110.529436,43.9,42.6,45,2.64,49.1,21.8,32.6,4.7,33.4,12.8,48,12.4,53.6,42.8,73.1631,19.2999,1.76,3.0822,5.737
190.7,708,314,426.5,58587,167040,11.2,0,39.5,38,41.2,2.65,54.8,16.2,37.6,7.5,28,17.9,52.5,7.9,70.5,30.5,85.859,5.7297,1.9445,1.4483,5.4657
146.4,3000,1247,410.8,52109,405549,10.8,199.7292559,54,52.2,55.5,2.21,53.5,14.6,38.9,6.4,30.2,19.3,45.6,8.2,66.2,43.9,91.1761,4.7136,1.4631,0.7693,3.9477
160.8,1940,729,427.8,56443,449144,11.8,22.26457439,39.1,37.1,40.5,2.85,46.6,11.2,24.9,10.2,24.1,23.6,59.4,9.4,67.8,26.3,79.6095,11.5792,4.1551,1.6968,4.2363
142.9,1067,358,444.5,51907,118891,10.9,84.11065598,65.3,64.7,65.7,2.05,62.6,34.6,39.4,2.5,30.6,16.3,22.1,9,66.6,65.1,88.3411,8.3419,0.7152,0.9576,6.7664
198.7,240,120,421.4,38177,43760,23.7,0,41.6,40.5,43.6,2.69,47.7,29,40.8,2,40.8,8.8,44.5,11.1,48.9,47.9,82.7641,13.536,0.3188,1.1676,3.389
198.5,120,57,425.5,36374,22493,23.4,0,41.2,39.2,44.5,2.44,43.5,33.1,32.9,2.2,39.2,5.4,37.8,9,60.6,41.6,75.032,21.5032,0.313,0.8067,8.8546
362.8,214,61,1206.9,40207,15234,24.3,0,40.3,42.3,36.9,2.58,36.4,27,45.1,0,37.4,5.5,,11.7,59.6,35.8,73.9648,21.5917,0.6451,1.5338,3.7398
178.3,3119,1430,422.4,40881,517887,17.7,96.54615775,46.3,44.5,47.9,2.46,46.4,15.7,29.5,6,33.8,14.1,47,9.1,59.7,40.1,82.9169,10.5289,1.6954,2.4958,4.3149
165.7,296,124,409.2,46867,63508,15.8,0,43.6,42.4,45.1,2.45,51.6,22,35.9,4.1,28.1,17.6,52.2,7.9,57.5,37.8,86.9282,5.1742,1.2675,2.962,6.4761
209.1,108,64,356.3,36482,24687,20,0,40.9,39.5,43.1,2.66,46.6,26.3,38.7,0,41.3,6.7,41,11.5,54,47.8,79.6581,15.1732,0.138,0.6659,5.9083
210.3,41,19,443.8,33370,6337,23.8,0,47.5,45.7,48.7,2.43,42.7,26.7,37.7,9.5,43.3,9.2,46.3,10.6,61.8,36.9,41.433,57.5347,0.1849,0.1079,4.6863
234.9,12,6,464.8,28716,1639,32.3,0,47.9,44.4,49.9,2.42,40,16.8,50.3,7.2,43.9,6.3,,12.1,51.4,46.2,40.0349,58.8611,0.523,0.2905,0.5698
216.4,121,54,482,34010,25229,28.2,0,36.2,35.3,38.5,2.46,43.4,46.4,27.2,0.6,38,6.9,35.5,7.9,57.2,37.2,61.0387,28.9898,0.3438,6.6161,8.4612
161.2,40,17,381.3,32815,8330,25.4,960.3841537,42.6,38.4,44.5,2.39,43.8,40.8,18.1,1.8,36.5,6.6,42,20.6,49.5,44.6,58.6954,39.2453,0,1.7736,3.9788
159.8,61,31,326.4,29244,16400,33.7,0,40.3,39.2,43.4,2.37,40.1,33.2,50.9,1.2,49.3,5.4,32.4,4.4,41.8,46,57.8765,40.3631,0.0609,1.1696,2.7726
218.9,61,25,529.5,34604,9113,29.8,0,41,39.4,41.9,2.68,38.7,30.7,29.7,2.7,31.5,6.2,44.1,14.4,40.5,48.1,36.8501,61.7931,0.4667,0.3799,4.0119
199,248,110,463,36973,45063,24.5,221.9115461,39.4,38.2,40.8,2.53,45.8,29.3,32.5,7,32.7,10.5,49.5,10.5,53.8,39.9,59.8719,36.476,0.8656,1.0865,6.2476
183.9,207,78,493.1,36303,40764,28.6,0,35.1,33.2,37.9,2.76,42.3,17.5,24.9,4.8,33.6,8.7,50.7,5.8,47.9,37.4,64.2509,29.7472,1.373,3.1677,6.3085
201.3,141,61,467.9,34008,27241,24.5,0,34.9,34.4,36.1,2.5,52.1,25.8,37.5,1.8,39.2,10.5,51.7,9.6,46.3,39.4,66.4021,25.6928,0.9151,4.3183,4.5537
193.1,106,41,550.7,39453,11182,18.1,0,52.4,50.7,54,2.34,55,7.1,19.2,4.5,34.9,13.9,39.4,10,61.9,45.5,95.7963,0.8704,0.2315,0.1759,7.5758
193.7,31,15,404.5,32536,6785,27.1,0,42.8,43.5,42.2,2.38,41.6,28.4,45.9,0,41.6,10.5,48.8,5.4,51.8,46.3,70.142,29.1186,0,0.3106,1.4483
186,344,134,483.7,41141,69763,19.5,0,36.1,34.3,37.4,2.73,43.1,19,37.6,3.8,35.8,11.1,53.7,11.9,62.4,33.5,60.3206,34.4142,1.7556,1.3925,6.9208
197,51,21,486.8,32171,8214,31.7,0,38,35.2,43.3,2.63,41.8,30.6,20.2,0.3,35.9,7.9,44.9,12.5,44.7,43.3,55.6129,40.9811,1.1514,1.2593,0.4768
